sku,name,description,category,barcode,selling_price,cost_price,tax_rate,stock,min_stock_level,max_stock_level,reorder_point,reorder_quantity,unit_of_measure,supplier_name,supplier_contact,is_active,receipt_number,transaction_date,location_name,quantity,unit_price,discount_amount,tax_amount,payment_method,customer_name,customer_email,customer_phone,cashier_name,notes
CAN-084,Asparagus 15oz,Del Monte Asparagus Cuts & Tips 15oz,Canned Goods,024000050844,3.99,2.35,8.25,289,12,80,18,40,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-085,Mushrooms Pieces 8oz,Del Monte Mushrooms Pieces & Stems 8oz,Canned Goods,024000050851,2.49,1.45,8.25,234,18,120,24,60,each,Del Monte,orders@delmonte.com,true,,,,,,,,,,,,,
CAN-086,Artichoke Hearts 14oz,Reese Quartered Artichoke Hearts 14oz,Canned Goods,070600050868,3.99,2.35,8.25,156,12,80,18,40,each,Reese,orders@reese.com,true,,,,,,,,,,,,,
CAN-087,Water Chestnuts 8oz,Reese Sliced Water Chestnuts 8oz,Canned Goods,070600050875,2.49,1.45,8.25,178,18,120,24,60,each,Reese,orders@reese.com,true,,,,,,,,,,,,,
CAN-088,Bamboo Shoots 8oz,Reese Sliced Bamboo Shoots 8oz,Canned Goods,070600050882,2.49,1.45,8.25,145,18,120,24,60,each,Reese,orders@reese.com,true,,,,,,,,,,,,,
CAN-089,Bean Sprouts 14oz,La Choy Bean Sprouts 14oz,Canned Goods,044200050899,2.49,1.45,8.25,167,18,120,24,60,each,La Choy,orders@lachoy.com,true,,,,,,,,,,,,,
CAN-090,Baby Corn 15oz,Reese Baby Corn 15oz,Canned Goods,070600050905,3.49,2.05,8.25,245,12,80,18,40,each,Reese,orders@reese.com,true,,,,,,,,,,,,,
CAN-091,Refried Beans 16oz,Rosarita Traditional Refried Beans 16oz,Canned Goods,044300050912,2.49,1.45,8.25,289,18,120,24,60,each,Rosarita,orders@rosarita.com,true,,,,,,,,,,,,,
CAN-092,Enchilada Sauce 10oz,Old El Paso Red Enchilada Sauce 10oz,Canned Goods,046000050929,2.49,1.45,8.25,234,18,120,24,60,each,Old El Paso,orders@oldelpaso.com,true,,,,,,,,,,,,,
CAN-093,Taco Sauce 8oz,Ortega Taco Sauce Mild 8oz,Canned Goods,039100050936,1.99,1.15,8.25,156,24,200,36,100,each,Ortega,orders@ortega.com,true,,,,,,,,,,,,,
CAN-094,Taco Shells 12ct,Old El Paso Taco Shells 12ct,Canned Goods,046000050943,2.99,1.75,8.25,178,18,120,24,60,each,Old El Paso,orders@oldelpaso.com,true,,,,,,,,,,,,,
CAN-095,Taco Seasoning 1oz,Old El Paso Taco Seasoning Mix 1oz,Canned Goods,046000050950,1.29,0.75,8.25,145,36,300,48,150,each,Old El Paso,orders@oldelpaso.com,true,,,,,,,,,,,,,
CAN-096,Tortilla Strips 9oz,Mission Tortilla Strips 9oz,Canned Goods,073950050967,2.99,1.75,8.25,167,18,120,24,60,each,Mission,orders@mission.com,true,,,,,,,,,,,,,
CAN-097,Tostada Shells 12ct,Old El Paso Tostada Shells 12ct,Canned Goods,046000050974,2.99,1.75,8.25,245,18,120,24,60,each,Old El Paso,orders@oldelpaso.com,true,,,,,,,,,,,,,
CAN-098,Tamale Kit 12.5oz,Old El Paso Tamale Kit 12.5oz,Canned Goods,046000050981,3.99,2.35,8.25,289,12,80,18,40,each,Old El Paso,orders@oldelpaso.com,true,,,,,,,,,,,,,
CAN-099,Chili Starter 8oz,Williams Chili Seasoning 8oz,Canned Goods,070600050998,1.99,1.15,8.25,234,24,200,36,100,each,Williams,orders@williams.com,true,,,,,,,,,,,,,
CAN-100,Sloppy Joe Sauce 15.5oz,Manwich Original Sloppy Joe Sauce 15.5oz,Canned Goods,039400051001,2.49,1.45,8.25,156,18,120,24,60,each,Manwich,orders@manwich.com,true,,,,,,,,,,,,,
HBA-001,Advil Pain Reliever 24ct,Advil Ibuprofen Pain Reliever 24ct,Health,030573011102,5.99,3.55,8.25,87,12,80,18,40,each,Advil,orders@advil.com,true,,,,,,,,,,,,,
HBA-002,Advil Pain Reliever 50ct,Advil Ibuprofen Pain Reliever 50ct,Health,030573011119,8.99,5.35,8.25,67,8,60,12,30,each,Advil,orders@advil.com,true,,,,,,,,,,,,,
HBA-003,Tylenol Extra Strength 24ct,Tylenol Extra Strength Caplets 24ct,Health,030045011126,6.49,3.85,8.25,92,12,80,18,40,each,Tylenol,orders@tylenol.com,true,,,,,,,,,,,,,
HBA-004,Tylenol Extra Strength 50ct,Tylenol Extra Strength Caplets 50ct,Health,030045011133,9.99,5.95,8.25,73,8,60,12,30,each,Tylenol,orders@tylenol.com,true,,,,,,,,,,,,,
HBA-005,Aspirin 81mg 36ct,Bayer Aspirin Low Dose 36ct,Health,031254011140,5.99,3.55,8.25,89,12,80,18,40,each,Bayer,orders@bayer.com,true,,,,,,,,,,,,,
HBA-006,Aleve Pain Reliever 24ct,Aleve All Day Strong 24ct,Health,032500011157,6.99,4.15,8.25,78,12,80,18,40,each,Aleve,orders@aleve.com,true,,,,,,,,,,,,,
HBA-007,Excedrin Migraine 24ct,Excedrin Migraine Pain Reliever 24ct,Health,030068011164,7.49,4.45,8.25,56,10,60,15,30,each,Excedrin,orders@excedrin.com,true,,,,,,,,,,,,,
HBA-008,Motrin IB 24ct,Motrin IB Ibuprofen 24ct,Health,030045011171,6.49,3.85,8.25,84,12,80,18,40,each,Motrin,orders@motrin.com,true,,,,,,,,,,,,,
HBA-009,Midol Complete 24ct,Midol Complete Menstrual Pain Relief 24ct,Health,030045011188,7.99,4.75,8.25,48,10,60,15,30,each,Midol,orders@midol.com,true,,,,,,,,,,,,,
HBA-010,Pepto Bismol Liquid 8oz,Pepto Bismol Original Liquid 8oz,Health,030499011195,6.49,3.85,8.25,76,12,80,18,40,each,Pepto Bismol,orders@pepto.com,true,,,,,,,,,,,,,
HBA-011,Pepto Bismol Chewable 24ct,Pepto Bismol Chewable Tablets 24ct,Health,030499011201,6.99,4.15,8.25,68,12,80,18,40,each,Pepto Bismol,orders@pepto.com,true,,,,,,,,,,,,,
HBA-012,Imodium AD 24ct,Imodium A-D Anti-Diarrheal 24ct,Health,030573011218,8.99,5.35,8.25,45,8,60,12,30,each,Imodium,orders@imodium.com,true,,,,,,,,,,,,,
HBA-013,Dramamine Original 12ct,Dramamine Motion Sickness Relief 12ct,Health,031198011225,5.99,3.55,8.25,89,12,80,18,40,each,Dramamine,orders@dramamine.com,true,,,,,,,,,,,,,
HBA-014,Benadryl Allergy 24ct,Benadryl Allergy Ultratabs 24ct,Health,031254011232,6.99,4.15,8.25,92,12,80,18,40,each,Benadryl,orders@benadryl.com,true,,,,,,,,,,,,,
HBA-015,Claritin 24hr 10ct,Claritin 24 Hour Non-Drowsy 10ct,Health,031254011249,12.99,7.75,8.25,34,6,40,12,20,each,Claritin,orders@claritin.com,true,,,,,,,,,,,,,
HBA-016,Zyrtec Allergy 10ct,Zyrtec 24 Hour Allergy Relief 10ct,Health,031254011256,12.99,7.75,8.25,38,6,40,12,20,each,Zyrtec,orders@zyrtec.com,true,,,,,,,,,,,,,
HBA-017,Allegra Allergy 12ct,Allegra 12 Hour Allergy Relief 12ct,Health,031254011263,14.99,8.95,8.25,29,6,40,12,20,each,Allegra,orders@allegra.com,true,,,,,,,,,,,,,
HBA-018,Sudafed PE 18ct,Sudafed PE Congestion Relief 18ct,Health,031254011270,8.99,5.35,8.25,56,10,60,15,30,each,Sudafed,orders@sudafed.com,true,,,,,,,,,,,,,
HBA-019,Mucinex DM 12ct,Mucinex DM Expectorant Cough Suppressant 12ct,Health,036382011287,12.99,7.75,8.25,32,6,40,12,20,each,Mucinex,orders@mucinex.com,true,,,,,,,,,,,,,
HBA-020,DayQuil Cold Flu 8oz,Vicks DayQuil Cold & Flu Liquid 8oz,Health,032390011294,10.99,6.55,8.25,67,8,60,12,30,each,Vicks,orders@vicks.com,true,,,,,,,,,,,,,
HBA-021,NyQuil Cold Flu 8oz,Vicks NyQuil Cold & Flu Liquid 8oz,Health,032390011300,10.99,6.55,8.25,72,8,60,12,30,each,Vicks,orders@vicks.com,true,,,,,,,,,,,,,
HBA-022,Theraflu Powder 6ct,Theraflu Multi-Symptom Severe Cold 6ct,Health,030045011317,9.99,5.95,8.25,45,8,60,12,30,each,Theraflu,orders@theraflu.com,true,,,,,,,,,,,,,
HBA-023,Robitussin DM 4oz,Robitussin Cough Chest Congestion DM 4oz,Health,031254011324,8.49,5.05,8.25,58,10,60,15,30,each,Robitussin,orders@robitussin.com,true,,,,,,,,,,,,,
HBA-024,Halls Cough Drops 30ct,Halls Menthol-Lyptus Cough Drops 30ct,Health,031254011331,3.49,2.05,8.25,156,24,200,36,100,each,Halls,orders@halls.com,true,,,,,,,,,,,,,
HBA-025,Luden's Cough Drops 30ct,Luden's Wild Cherry Cough Drops 30ct,Health,031254011348,2.99,1.75,8.25,178,24,200,36,100,each,Luden's,orders@ludens.com,true,,,,,,,,,,,,,
HBA-026,Ricola Cough Drops 24ct,Ricola Original Natural Herb 24ct,Health,031254011355,3.99,2.35,8.25,134,18,120,24,60,each,Ricola,orders@ricola.com,true,,,,,,,,,,,,,
HBA-027,Chloraseptic Spray 6oz,Chloraseptic Sore Throat Spray 6oz,Health,031254011362,7.99,4.75,8.25,67,10,60,15,30,each,Chloraseptic,orders@chloraseptic.com,true,,,,,,,,,,,,,
HBA-028,Cepacol Lozenges 16ct,Cepacol Maximum Strength Lozenges 16ct,Health,031254011379,5.99,3.55,8.25,89,12,80,18,40,each,Cepacol,orders@cepacol.com,true,,,,,,,,,,,,,
HBA-029,Neosporin Ointment 1oz,Neosporin First Aid Antibiotic Ointment 1oz,Health,030573011386,7.49,4.45,8.25,56,10,60,15,30,each,Neosporin,orders@neosporin.com,true,,,,,,,,,,,,,
HBA-030,Band-Aid Variety 100ct,Band-Aid Brand Variety Pack 100ct,Health,031254011393,8.99,5.35,8.25,78,8,60,12,30,each,Band-Aid,orders@bandaid.com,true,,,,,,,,,,,,,
HBA-031,Band-Aid Flexible Fabric 30ct,Band-Aid Flexible Fabric 30ct,Health,031254011409,4.99,2.95,8.25,145,18,120,24,60,each,Band-Aid,orders@bandaid.com,true,,,,,,,,,,,,,
HBA-032,Gauze Pads 25ct,Johnson & Johnson Gauze Pads 25ct,Health,031254011416,4.49,2.65,8.25,89,18,120,24,60,each,Johnson & Johnson,orders@jnj.com,true,,,,,,,,,,,,,
HBA-033,Medical Tape 1inch,Johnson & Johnson First Aid Tape 1-inch,Health,031254011423,3.99,2.35,8.25,92,24,200,36,100,each,Johnson & Johnson,orders@jnj.com,true,,,,,,,,,,,,,
HBA-034,Hydrogen Peroxide 16oz,Hydrogen Peroxide Topical Solution 16oz,Health,031254011430,2.99,1.75,8.25,134,18,120,24,60,each,Swan,orders@swan.com,true,,,,,,,,,,,,,
HBA-035,Isopropyl Alcohol 16oz,Isopropyl Rubbing Alcohol 70% 16oz,Health,031254011447,3.49,2.05,8.25,167,18,120,24,60,each,Swan,orders@swan.com,true,,,,,,,,,,,,,
HBA-036,Hand Sanitizer Purell 8oz,Purell Advanced Hand Sanitizer 8oz,Health,031254011454,4.99,2.95,8.25,112,18,120,24,60,each,Purell,orders@purell.com,true,,,,,,,,,,,,,
HBA-037,Hand Sanitizer Pocket 2oz,Purell Hand Sanitizer Jelly Wrap 2oz,Health,031254011461,2.49,1.45,8.25,234,36,300,48,150,each,Purell,orders@purell.com,true,,,,,,,,,,,,,
HBA-038,Antibiotic Ointment 1oz,Triple Antibiotic Ointment 1oz,Health,031254011478,4.49,2.65,8.25,156,18,120,24,60,each,Equate,orders@equate.com,true,,,,,,,,,,,,,
HBA-039,Hydrocortisone Cream 1oz,Cortizone 10 Maximum Strength 1oz,Health,031254011485,6.99,4.15,8.25,89,12,80,18,40,each,Cortizone,orders@cortizone.com,true,,,,,,,,,,,,,
HBA-040,Calamine Lotion 6oz,Calamine Lotion Skin Protectant 6oz,Health,031254011492,4.99,2.95,8.25,134,18,120,24,60,each,Calamine,orders@calamine.com,true,,,,,,,,,,,,,
HBA-041,Sunscreen SPF 50 8oz,Coppertone Sport Sunscreen SPF 50 8oz,Health,031254011508,9.99,5.95,8.25,45,8,60,12,30,each,Coppertone,orders@coppertone.com,true,,,,,,,,,,,,,
HBA-042,Sunscreen SPF 30 6oz,Banana Boat Sunscreen SPF 30 6oz,Health,031254011515,8.99,5.35,8.25,56,10,60,15,30,each,Banana Boat,orders@bananaboat.com,true,,,,,,,,,,,,,
HBA-043,Aloe Vera Gel 16oz,Fruit of the Earth Aloe Vera Gel 16oz,Health,031254011522,5.99,3.55,8.25,78,12,80,18,40,each,Fruit of the Earth,orders@fruitoftheearth.com,true,,,,,,,,,,,,,
HBA-044,Insect Repellent 6oz,OFF! Deep Woods Insect Repellent 6oz,Health,031254011539,7.99,4.75,8.25,67,10,60,15,30,each,OFF!,orders@off.com,true,,,,,,,,,,,,,
HBA-045,After Bite Itch Relief,After Bite Itch Eraser 0.5oz,Health,031254011546,4.49,2.65,8.25,89,18,120,24,60,each,After Bite,orders@afterbite.com,true,,,,,,,,,,,,,
HBA-046,Eye Drops Visine 0.5oz,Visine Red Eye Comfort 0.5oz,Health,031254011553,5.99,3.55,8.25,134,12,80,18,40,each,Visine,orders@visine.com,true,,,,,,,,,,,,,
HBA-047,Contact Solution 12oz,Opti-Free RepleniSH Contact Solution 12oz,Health,031254011560,10.99,6.55,8.25,45,8,60,12,30,each,Opti-Free,orders@optifree.com,true,,,,,,,,,,,,,
HBA-048,Contact Solution Travel 2oz,Opti-Free PureMoist Travel Size 2oz,Health,031254011577,4.99,2.95,8.25,78,18,120,24,60,each,Opti-Free,orders@optifree.com,true,,,,,,,,,,,,,
HBA-049,Reading Glasses +1.50,Foster Grant Reading Glasses +1.50,Health,031254011584,12.99,7.75,8.25,34,6,40,12,20,each,Foster Grant,orders@fostergrant.com,true,,,,,,,,,,,,,
HBA-050,Reading Glasses +2.00,Foster Grant Reading Glasses +2.00,Health,031254011591,12.99,7.75,8.25,38,6,40,12,20,each,Foster Grant,orders@fostergrant.com,true,,,,,,,,,,,,,
HBA-051,Condoms Trojan 3ct,Trojan ENZ Lubricated Condoms 3ct,Health,031254011607,6.99,4.15,8.25,89,12,80,18,40,each,Trojan,orders@trojan.com,true,,,,,,,,,,,,,
HBA-052,Condoms Trojan 12ct,Trojan ENZ Lubricated Condoms 12ct,Health,031254011614,14.99,8.95,8.25,45,6,40,12,20,each,Trojan,orders@trojan.com,true,,,,,,,,,,,,,
HBA-053,Pregnancy Test 2ct,First Response Pregnancy Test 2ct,Health,031254011621,16.99,10.15,8.25,28,4,30,8,15,each,First Response,orders@firstresponse.com,true,,,,,,,,,,,,,
HBA-054,Plan B One-Step,Plan B One-Step Emergency Contraceptive,Health,031254011638,49.99,29.95,8.25,12,2,20,4,10,each,Plan B,orders@planb.com,true,,,,,,,,,,,,,
HBA-055,Preparation H Ointment,Preparation H Hemorrhoidal Ointment,Health,031254011645,8.99,5.35,8.25,67,10,60,15,30,each,Preparation H,orders@preparationh.com,true,,,,,,,,,,,,,
HBA-056,Tucks Pads 100ct,Tucks Medicated Hemorrhoidal Pads 100ct,Health,031254011652,8.99,5.35,8.25,78,8,60,12,30,each,Tucks,orders@tucks.com,true,,,,,,,,,,,,,
HBA-057,Dulcolax Laxative 25ct,Dulcolax Stimulant Laxative 25ct,Health,031254011669,8.99,5.35,8.25,56,8,60,12,30,each,Dulcolax,orders@dulcolax.com,true,,,,,,,,,,,,,
HBA-058,Metamucil Powder 30 doses,Metamucil 4-in-1 Psyllium Fiber 30 doses,Health,031254011676,16.99,10.15,8.25,34,4,30,8,15,each,Metamucil,orders@metamucil.com,true,,,,,,,,,,,,,
HBA-059,Prilosec OTC 14ct,Prilosec OTC Frequent Heartburn 14ct,Health,031254011683,12.99,7.75,8.25,45,6,40,12,20,each,Prilosec,orders@prilosec.com,true,,,,,,,,,,,,,
HBA-060,Pepcid AC 25ct,Pepcid AC Maximum Strength 25ct,Health,031254011690,11.99,7.15,8.25,52,6,40,12,20,each,Pepcid,orders@pepcid.com,true,,,,,,,,,,,,,
HBA-061,Tums Regular Strength 50ct,Tums Regular Strength Antacid 50ct,Health,031254011706,5.49,3.25,8.25,134,18,120,24,60,each,Tums,orders@tums.com,true,,,,,,,,,,,,,
HBA-062,Tums Ultra Strength 72ct,Tums Ultra Strength 1000 72ct,Health,031254011713,7.99,4.75,8.25,89,12,80,18,40,each,Tums,orders@tums.com,true,,,,,,,,,,,,,
HBA-063,Gas-X Chewable 18ct,Gas-X Extra Strength Chewable 18ct,Health,031254011720,6.99,4.15,8.25,78,12,80,18,40,each,Gas-X,orders@gasx.com,true,,,,,,,,,,,,,
HBA-064,Beano Tablets 30ct,Beano Food Enzyme Tablets 30ct,Health,031254011737,8.99,5.35,8.25,67,10,60,15,30,each,Beano,orders@beano.com,true,,,,,,,,,,,,,
HBA-065,Phazyme Anti-Gas,Phazyme Maximum Strength Gas Relief,Health,031254011744,8.99,5.35,8.25,45,10,60,15,30,each,Phazyme,orders@phazyme.com,true,,,,,,,,,,,,,
HBA-066,Fiber One Supplement,Fiber One Supplement Chewable 90ct,Health,031254011751,14.99,8.95,8.25,34,6,40,12,20,each,Fiber One,orders@fiberone.com,true,,,,,,,,,,,,,
HBA-067,One A Day Men's 100ct,One A Day Men's Multivitamin 100ct,Health,031254011768,10.99,6.55,8.25,78,8,60,12,30,each,One A Day,orders@oneaday.com,true,,,,,,,,,,,,,
HBA-068,One A Day Women's 100ct,One A Day Women's Multivitamin 100ct,Health,031254011775,10.99,6.55,8.25,82,8,60,12,30,each,One A Day,orders@oneaday.com,true,,,,,,,,,,,,,
HBA-069,Centrum Adult 100ct,Centrum Adult Multivitamin 100ct,Health,031254011782,11.99,7.15,8.25,67,8,60,12,30,each,Centrum,orders@centrum.com,true,,,,,,,,,,,,,
HBA-070,Flintstones Kids 60ct,Flintstones Complete Children's 60ct,Health,031254011799,9.99,5.95,8.25,89,10,60,15,30,each,Flintstones,orders@flintstones.com,true,,,,,,,,,,,,,
HBA-071,Vitamin C 500mg 100ct,Nature Made Vitamin C 500mg 100ct,Health,031254011805,9.99,5.95,8.25,67,10,60,15,30,each,Nature Made,orders@naturemade.com,true,,,,,,,,,,,,,
HBA-072,Vitamin D3 1000IU 90ct,Nature Made Vitamin D3 1000IU 90ct,Health,031254011812,9.99,5.95,8.25,72,10,60,15,30,each,Nature Made,orders@naturemade.com,true,,,,,,,,,,,,,
HBA-073,Fish Oil 1200mg 100ct,Nature Made Fish Oil 1200mg 100ct,Health,031254011829,14.99,8.95,8.25,45,6,40,12,20,each,Nature Made,orders@naturemade.com,true,,,,,,,,,,,,,
HBA-074,Calcium 600mg 120ct,Caltrate Calcium & Vitamin D 600mg 120ct,Health,031254011836,11.99,7.15,8.25,56,8,60,12,30,each,Caltrate,orders@caltrate.com,true,,,,,,,,,,,,,
HBA-075,Iron Supplement 65mg 100ct,Slow Fe Iron Supplement 65mg 100ct,Health,031254011843,13.99,8.35,8.25,38,6,40,12,20,each,Slow Fe,orders@slowfe.com,true,,,,,,,,,,,,,
HBA-076,Airborne 10ct,Airborne Immune Support 10ct,Health,031254011850,8.99,5.35,8.25,67,10,60,15,30,each,Airborne,orders@airborne.com,true,,,,,,,,,,,,,
HBA-077,Emergen-C 10ct,Emergen-C Vitamin C 1000mg 10ct,Health,031254011867,6.99,4.15,8.25,89,12,80,18,40,each,Emergen-C,orders@emergenc.com,true,,,,,,,,,,,,,
HBA-078,Melatonin 5mg 60ct,Nature Made Melatonin 5mg 60ct,Health,031254011874,9.99,5.95,8.25,56,10,60,15,30,each,Nature Made,orders@naturemade.com,true,,,,,,,,,,,,,
HBA-079,ZzzQuil 12ct,Vicks ZzzQuil Nighttime Sleep Aid 12ct,Health,031254011881,8.99,5.35,8.25,78,10,60,15,30,each,ZzzQuil,orders@zzzquil.com,true,,,,,,,,,,,,,
HBA-080,Unisom SleepGels 16ct,Unisom SleepGels Nighttime Sleep Aid 16ct,Health,031254011898,8.99,5.35,8.25,67,10,60,15,30,each,Unisom,orders@unisom.com,true,,,,,,,,,,,,,
HBA-081,Crest Toothpaste 5.7oz,Crest Pro-Health Toothpaste 5.7oz,Health,037000011904,4.99,2.95,8.25,145,18,120,24,60,each,Crest,orders@crest.com,true,,,,,,,,,,,,,
HBA-082,Colgate Toothpaste 6oz,Colgate Total Toothpaste 6oz,Health,035000011911,4.99,2.95,8.25,156,18,120,24,60,each,Colgate,orders@colgate.com,true,,,,,,,,,,,,,
HBA-083,Sensodyne Toothpaste 4oz,Sensodyne Pronamel Toothpaste 4oz,Health,037000011928,6.99,4.15,8.25,89,12,80,18,40,each,Sensodyne,orders@sensodyne.com,true,,,,,,,,,,,,,
HBA-084,Toothbrush Soft,Crest Complete Toothbrush Soft,Health,037000011935,3.99,2.35,8.25,134,24,200,36,100,each,Crest,orders@crest.com,true,,,,,,,,,,,,,
HBA-085,Floss Mint 55yd,Oral-B Glide Floss Mint 55yd,Health,037000011942,4.49,2.65,8.25,178,18,120,24,60,each,Oral-B,orders@oralb.com,true,,,,,,,,,,,,,
HBA-086,Mouthwash Listerine 1L,Listerine Cool Mint Mouthwash 1 Liter,Health,031254011959,7.99,4.75,8.25,112,12,80,18,40,each,Listerine,orders@listerine.com,true,,,,,,,,,,,,,
HBA-087,Mouthwash ACT 18oz,ACT Anticavity Mouthwash 18oz,Health,031254011966,6.99,4.15,8.25,145,12,80,18,40,each,ACT,orders@act.com,true,,,,,,,,,,,,,
HBA-088,Dental Floss Picks 75ct,Plackers Dental Floss Picks 75ct,Health,031254011973,3.99,2.35,8.25,189,24,200,36,100,each,Plackers,orders@plackers.com,true,,,,,,,,,,,,,
HBA-089,Whitening Strips 14ct,Crest 3D White Whitestrips 14ct,Health,037000011980,29.99,17.95,8.25,67,2,20,4,10,each,Crest,orders@crest.com,true,,,,,,,,,,,,,
HBA-090,Whitening Toothpaste 4.1oz,Crest 3D White Toothpaste 4.1oz,Health,037000011997,5.99,3.55,8.25,89,18,120,24,60,each,Crest,orders@crest.com,true,,,,,,,,,,,,,
HBA-091,Shampoo Head & Shoulders 13.5oz,Head & Shoulders Classic Clean 13.5oz,Health,037000012000,7.99,4.75,8.25,78,10,60,15,30,each,Head & Shoulders,orders@headandshoulders.com,true,,,,,,,,,,,,,
HBA-092,Shampoo Pantene 12.6oz,Pantene Pro-V Daily Moisture Renewal 12.6oz,Health,037000012017,5.99,3.55,8.25,92,12,80,18,40,each,Pantene,orders@pantene.com,true,,,,,,,,,,,,,
HBA-093,Shampoo Suave 30oz,Suave Professionals Shampoo 30oz,Health,037000012024,3.99,2.35,8.25,145,18,120,24,60,each,Suave,orders@suave.com,true,,,,,,,,,,,,,
HBA-094,Conditioner Pantene 12.6oz,Pantene Pro-V Conditioner 12.6oz,Health,037000012031,5.99,3.55,8.25,112,12,80,18,40,each,Pantene,orders@pantene.com,true,,,,,,,,,,,,,
HBA-095,Body Wash Dove 22oz,Dove Deep Moisture Body Wash 22oz,Health,037000012048,7.99,4.75,8.25,78,10,60,15,30,each,Dove,orders@dove.com,true,,,,,,,,,,,,,
HBA-096,Body Wash Irish Spring 18oz,Irish Spring Original Body Wash 18oz,Health,037000012055,5.49,3.25,8.25,134,12,80,18,40,each,Irish Spring,orders@irishspring.com,true,,,,,,,,,,,,,
HBA-097,Soap Bar Dove 4ct,Dove Beauty Bar White 4-Pack,Health,037000012062,7.99,4.75,8.25,189,10,60,15,30,each,Dove,orders@dove.com,true,,,,,,,,,,,,,
HBA-098,Soap Bar Irish Spring 3ct,Irish Spring Deodorant Soap 3-Pack,Health,037000012079,3.99,2.35,8.25,156,18,120,24,60,each,Irish Spring,orders@irishspring.com,true,,,,,,,,,,,,,
HBA-099,Deodorant Old Spice 3oz,Old Spice High Endurance Deodorant 3oz,Health,037000012086,4.99,2.95,8.25,178,18,120,24,60,each,Old Spice,orders@oldspice.com,true,,,,,,,,,,,,,
HBA-100,Deodorant Secret 2.6oz,Secret Invisible Solid Deodorant 2.6oz,Health,037000012093,4.99,2.95,8.25,145,18,120,24,60,each,Secret,orders@secret.com,true,,,,,,,,,,,,,
HBA-101,Antiperspirant Degree 2.7oz,Degree Men Antiperspirant 2.7oz,Health,037000012109,4.99,2.95,8.25,50,18,120,24,60,each,Degree,orders@degree.com,true,,,,,,,,,,,,,
HBA-102,Antiperspirant Dove 2.6oz,Dove Advanced Care Antiperspirant 2.6oz,Health,037000012116,5.99,3.55,8.25,50,18,120,24,60,each,Dove,orders@dove.com,true,,,,,,,,,,,,,
HBA-103,Shaving Cream Barbasol 10oz,Barbasol Original Thick & Rich 10oz,Health,037000012123,2.99,1.75,8.25,50,24,200,36,100,each,Barbasol,orders@barbasol.com,true,,,,,,,,,,,,,
HBA-104,Shave Gel Gillette 7oz,Gillette Series Shave Gel 7oz,Health,037000012130,4.49,2.65,8.25,50,18,120,24,60,each,Gillette,orders@gillette.com,true,,,,,,,,,,,,,
HBA-105,Razors Disposable 12ct,Gillette Good News Disposable 12ct,Health,037000012147,9.99,5.95,8.25,50,10,60,15,30,each,Gillette,orders@gillette.com,true,,,,,,,,,,,,,
HBA-106,Razors Mach3 1ct,Gillette Mach3 Razor 1ct,Health,037000012154,11.99,7.15,8.25,50,8,60,12,30,each,Gillette,orders@gillette.com,true,,,,,,,,,,,,,
HBA-107,Razor Blades Mach3 5ct,Gillette Mach3 Blade Refills 5ct,Health,037000012161,19.99,11.95,8.25,50,4,30,8,15,each,Gillette,orders@gillette.com,true,,,,,,,,,,,,,
HBA-108,Shave Gel Venus 7oz,Gillette Venus Shave Gel 7oz,Health,037000012178,4.99,2.95,8.25,50,18,120,24,60,each,Gillette,orders@gillette.com,true,,,,,,,,,,,,,
HBA-109,Razors Venus 1ct,Gillette Venus Razor 1ct,Health,037000012185,11.99,7.15,8.25,50,8,60,12,30,each,Gillette,orders@gillette.com,true,,,,,,,,,,,,,
HBA-110,After Shave Brut 5oz,Brut After Shave Classic 5oz,Health,037000012192,6.99,4.15,8.25,50,12,80,18,40,each,Brut,orders@brut.com,true,,,,,,,,,,,,,
HBA-111,Cologne Axe 4oz,Axe Body Spray Phoenix 4oz,Health,037000012208,5.99,3.55,8.25,50,18,120,24,60,each,Axe,orders@axe.com,true,,,,,,,,,,,,,
HBA-112,Body Spray Tag 3.5oz,Tag Sport Body Spray 3.5oz,Health,037000012215,4.99,2.95,8.25,50,18,120,24,60,each,Tag,orders@tag.com,true,,,,,,,,,,,,,
HBA-113,Perfume Body Mist 8oz,Body Fantasies Signature Fragrance 8oz,Health,037000012222,6.99,4.15,8.25,50,12,80,18,40,each,Body Fantasies,orders@bodyfantasies.com,true,,,,,,,,,,,,,
HBA-114,Hand Lotion Jergens 10oz,Jergens Original Scent Cherry Almond 10oz,Health,037000012239,4.99,2.95,8.25,50,18,120,24,60,each,Jergens,orders@jergens.com,true,,,,,,,,,,,,,
HBA-115,Body Lotion Vaseline 20.3oz,Vaseline Intensive Care 20.3oz,Health,037000012246,6.99,4.15,8.25,50,12,80,18,40,each,Vaseline,orders@vaseline.com,true,,,,,,,,,,,,,
HBA-116,Face Lotion Cetaphil 16oz,Cetaphil Daily Facial Moisturizer 16oz,Health,037000012253,12.99,7.75,8.25,50,6,40,12,20,each,Cetaphil,orders@cetaphil.com,true,,,,,,,,,,,,,
HBA-117,Pond's Cold Cream 9.5oz,Pond's Cold Cream Cleanser 9.5oz,Health,037000012260,7.99,4.75,8.25,50,10,60,15,30,each,Pond's,orders@ponds.com,true,,,,,,,,,,,,,
